rank,age,weight,squat,bench,dl,total,dots,squat_avg_avg,squat_avg_std,second_best_sq,squat_avg_rate_change,bench_avg_avg,bench_avg_std,second_best_bn,bench_avg_rate_change,dl_avg_avg,dl_avg_std,second_best_dl,dl_avg_rate_change,previous_comp_count,num_bests,num_days,federation_enc_cb,date_enc_cb,location_enc_cb,sex_enc_cb,equip_enc_cb,class_enc_cb,month_enc_cb,year_enc_cb,season_enc_cb,country_enc_cb,state_enc_cb,federation,date,location,sex,equip,class,month,year,season,country,state
11.0,32.0,275.5,1041.6,573.2,837.7,2452.6,630.52,867.3922619047618,106.49143892721787,1041.6,19.61944444444444,541.6473684210528,43.67263503994275,631.9666666666667,6.662500000000005,762.328888888889,62.57891120533741,837.7,9.735833333333336,22.0,50.0,13.0,637.1568249173372,777.9106823964867,593.9800866704271,629.5156326410066,633.5014010502831,709.9730667415728,595.2747424611124,608.5726380774008,598.2495728271896,593.9800866704271,584.7808940702254,FPO,2015-09-26,Finland,M,Wraps,275,9,2015,autumn,Finland,no state
12.0,29.0,196.4,640.0,300.0,600.0,1540.0,625.57,583.1595238095239,165.3786612949857,782.45,-28.0060606060606,306.1642857142857,110.86286243553008,476.7,-13.830303030303025,546.9442708333332,71.81260068933726,655.8,-12.904761904761903,17.0,73.0,13.0,644.3928268362765,625.4635014746706,598.2455875497524,392.87895872643446,633.5014010502831,591.995016825682,590.2245282699661,608.9964132557909,593.187145237798,603.7017154803946,598.2455875497524,XPC,2017-03-03,USA-OH,F,Wraps,198,3,2017,winter,USA,OH
13.0,33.0,179.0,744.0,485.0,771.6,2000.7,620.35,677.5200000000002,50.830587904003885,722.0,-29.40000000000001,448.22,19.33276723309131,468.4,-7.341666666666669,729.6800000000002,24.34996691761386,749.5333333333333,-14.241666666666674,6.0,105.0,0.0,594.8286982995155,584.321602359473,594.9519751474677,629.5156326410066,633.5014010502831,554.5078905033072,595.3700438313906,586.2879725490801,595.5965057790327,603.7017154803946,594.9519751474677,USPA,2019-08-03,USA-TX,M,Wraps,181,8,2019,summer,USA,TX
14.0,25.0,162.0,540.1,308.6,534.6,1383.4,617.79,435.14375,65.29903432615653,518.05,-17.14722222222221,257.68333333333334,17.251433112771963,283.8,-7.233333333333337,436.85,38.986272512827455,504.25,-15.268750000000004,9.0,98.0,0.0,655.8119162862051,589.4070317330139,606.1422739325765,392.87895872643446,633.5014010502831,493.1739740135498,601.6667013497708,586.2879725490801,598.2495728271896,605.19408305804,606.1422739325765,ProRaw,2019-11-02,Australia-VIC,F,Wraps,165,11,2019,autumn,Australia,VIC
15.0,26.0,181.6,688.9,512.5,799.1,2000.7,615.16,616.8980392156863,54.4377759855081,722.0,-10.957142857142852,432.07450980392167,51.1359700664857,512.5,-4.788095238095236,705.9546296296297,54.00374103646143,799.1,-8.153125000000003,19.0,105.0,0.0,594.8286982995155,584.321602359473,594.9519751474677,629.5156326410066,560.7616343248296,554.5078905033072,595.3700438313906,586.2879725490801,595.5965057790327,603.7017154803946,594.9519751474677,USPA,2019-08-03,USA-TX,M,Raw,181,8,2019,summer,USA,TX
16.0,29.0,275.5,705.4,440.9,556.6,1703.0,613.11,528.4740740740741,163.61442799882508,675.0999999999998,63.38333333333335,427.1037500000001,41.619900990307286,533.1999999999998,-2.4055555555555563,531.6487179487181,46.38136522231789,580.0,-4.233333333333325,21.0,3.0,29.0,626.7172029228069,593.030860513533,605.2004218760052,392.87895872643446,633.5014010502831,541.9733011797364,598.802104339951,608.9964132557909,602.2687504224624,603.7017154803946,605.2004218760052,APF,2017-04-01,USA-FL,F,Wraps,198+,4,2017,spring,USA,FL
17.0,26.0,306.4,1052.7,551.1,854.3,2458.1,612.28,736.6232269503548,210.3543257480539,1001.2666666666668,-12.333749999999993,423.64266666666674,99.33636358889808,527.2333333333332,-14.63731884057971,705.1241830065361,128.50725903896662,856.1333333333333,-10.182638888888887,53.0,29.0,8.0,651.598247843759,614.8270029493414,640.2356083057789,629.5156326410066,633.5014010502831,743.9490394174896,591.4600763028324,602.0561717761356,595.5965057790327,603.7017154803946,640.2356083057789,UPA,2016-07-16,USA-IA,M,Wraps,308,7,2016,summer,USA,IA
18.0,30.0,127.0,510.0,240.0,435.0,1185.0,611.56,397.4375,70.84131033514272,468.4,-30.485714285714284,203.72857142857143,34.80343442275558,230.0,-15.5,410.4555555555555,54.9750195796034,457.4,-18.75,10.0,26.0,14.0,636.0744984111911,624.5980584911274,602.7247573944519,392.87895872643446,633.5014010502831,390.2498563775156,589.5778570268957,586.2879725490801,598.2495728271896,603.7017154803946,602.7247573944519,SPF,2019-10-26,USA-VA,F,Wraps,132,10,2019,autumn,USA,VA
19.0,41.0,128.9,462.9,259.0,474.0,1196.0,611.16,397.33888888888885,49.153495820427246,474.0,-5.224561403508772,222.18333333333325,31.257346514237433,264.5,-1.7545454545454542,444.45517241379304,43.15933337770755,501.5,-2.566666666666665,33.0,9.0,98.0,594.8286982995155,697.8954698126306,600.876534095121,392.87895872643446,633.5014010502831,390.2498563775156,598.802104339951,608.9964132557909,602.2687504224624,603.7017154803946,600.876534095121,USPA,2017-04-15,USA-CA,F,Wraps,132,4,2017,spring,USA,CA
20.0,33.0,151.4,485.0,303.1,529.1,1317.2,610.66,473.24,30.952431245380392,507.0,-9.800000000000011,277.9666666666667,21.728199802714144,292.1,-11.020000000000005,501.0266666666666,35.042572520990646,545.0,-39.61111111111109,6.0,94.0,1.0,594.8286982995155,582.1312968934976,660.0075243713029,392.87895872643446,560.7616343248296,493.1739740135498,595.3700438313906,586.2879725490801,595.5965057790327,603.7017154803946,660.0075243713029,USPA,2019-08-31,USA-TN,F,Raw,165,8,2019,summer,USA,TN
21.0,30.0,218.9,843.2,440.9,887.3,2171.5,608.14,675.8019230769231,124.38513829829985,859.75,-11.528030303030304,399.6919753086421,44.91752493599167,457.39999999999986,-4.438194444444443,783.0444444444445,72.21723002141397,878.1333333333333,-4.283333333333337,30.0,166.0,0.0,642.7091372815704,643.6443372657883,600.876534095121,629.5156326410066,633.5014010502831,639.0066415650807,595.3700438313906,602.165298784257,595.5965057790327,603.7017154803946,600.876534095121,WRPF,2018-08-24,USA-CA,M,Wraps,220,8,2018,summer,USA,CA
22.0,37.0,320.5,1014.1,573.2,881.8,2469.1,607.39,934.2678333333338,89.51999080017158,1069.2,-12.485984848484854,546.2450980392156,63.41886273412819,661.4,-7.411481481481481,803.3999999999999,65.68427195926687,903.9,-1.9429487179487217,57.0,5.0,125.0,622.5314457552627,663.7290058986824,605.2004218760052,629.5156326410066,633.5014010502831,788.457160866266,601.6184052178885,609.2676271613809,593.187145237798,603.7017154803946,605.2004218760052,RUPC,2014-02-07,USA-FL,M,Wraps,308+,2,2014,winter,USA,FL
23.0,40.0,113.1,418.8,221.5,446.4,1086.8,606.63,346.0692708333333,54.3477039624826,451.9,0.1873015873015868,195.1875,20.645326815904657,253.5,-2.0215277777777767,391.7021241830065,31.325865814191218,446.4,0.2703703703703708,56.0,11.0,6.0,594.8286982995155,550.7540058986825,605.2004218760052,392.87895872643446,633.5014010502831,336.35790241294194,601.6184052178885,586.2879725490801,593.187145237798,603.7017154803946,605.2004218760052,USPA,2019-02-08,USA-FL,F,Wraps,114,2,2019,winter,USA,FL
24.0,26.0,132.0,457.4,281.1,462.9,1201.5,604.79,382.76818181818186,67.20286801690064,449.15,-22.5537037037037,233.64097222222233,34.51259806185208,275.55,-9.647727272727273,389.2416666666666,54.19620848259487,448.2333333333333,-17.962962962962962,12.0,39.0,1.0,619.258011797365,627.2773490631533,600.0357566730422,392.87895872643446,633.5014010502831,390.2498563775156,590.2245282699661,585.1374066582274,602.2687504224624,605.19408305804,600.0357566730422,AusPL,2020-03-23,Australia-QLD,F,Wraps,132,3,2020,spring,Australia,QLD
25.0,25.0,283.6,870.0,645.0,855.0,2370.0,603.87,750.3214285714287,61.46801072998332,835.0,-13.75,550.7192307692308,47.54261920661968,635.0,0.12999999999999545,759.9033333333334,57.87870341189388,855.0,-10.127777777777794,16.0,83.0,7.0,644.3928268362765,613.2643339887424,598.2455875497524,629.5156326410066,560.7616343248296,743.9490394174896,590.2245282699661,585.1374066582274,593.187145237798,603.7017154803946,598.2455875497524,XPC,2020-03-07,USA-OH,M,Raw,308,3,2020,winter,USA,OH
26.0,29.0,163.3,672.4,429.9,738.5,1840.8,603.72,610.837037037037,58.835630004485296,688.9333333333334,-11.454901960784314,424.5740740740741,48.313768258547114,496.0,-7.4568627450980385,629.0999999999998,63.430153290097195,738.5,-14.587254901960785,18.0,39.0,0.0,594.8286982995155,622.0567424884985,600.876534095121,629.5156326410066,633.5014010502831,493.1739740135498,625.0520768660061,602.165298784257,602.2687504224624,603.7017154803946,600.876534095121,USPA,2018-05-12,USA-CA,M,Wraps,165,5,2018,spring,USA,CA
27.0,24.0,238.0,909.4,485.0,832.2,2226.6,602.5,836.504761904762,54.268033113329395,884.5999999999998,-5.9533333333333305,460.37916666666666,18.85719043103668,479.5,-7.555555555555563,753.8916666666668,43.689055510832155,812.9000000000002,-10.855555555555576,9.0,110.0,13.0,687.3190016853378,604.1526705991217,614.5624470600918,629.5156326410066,633.5014010502831,672.2524456293546,598.802104339951,602.165298784257,602.2687504224624,603.7017154803946,614.5624470600918,365Strong,2018-04-20,USA-NC,M,Wraps,242,4,2018,spring,USA,NC
28.0,29.0,181.4,775.0,505.0,675.0,1955.0,601.6,648.1455555555555,104.20734653334091,778.2,-7.985897435897432,448.4318181818181,89.80694943062788,562.1,-8.636666666666667,613.7541666666665,62.620724265428954,699.9,-5.7440476190476115,35.0,52.0,21.0,639.8766886794565,635.6813385766067,602.7145002184699,629.5156326410066,633.5014010502831,554.5078905033072,591.4600763028324,608.9964132557909,595.5965057790327,603.7017154803946,602.7145002184699,IPA,2017-07-15,USA-PA,M,Wraps,181,7,2017,summer,USA,PA
29.0,30.0,220.2,859.8,501.5,789.2,2150.6,600.75,771.2813725490198,76.68600727116265,850.0,-19.929166666666664,460.80333333333334,103.91579468957023,534.6,17.882352941176478,664.7342592592593,191.4682407214695,820.0,26.32435897435897,22.0,86.0,13.0,642.7091372815704,722.486409437892,600.876534095121,629.5156326410066,633.5014010502831,639.0066415650807,595.3700438313906,602.0561717761356,595.5965057790327,603.7017154803946,600.876534095121,WRPF,2016-08-19,USA-CA,M,Wraps,220,8,2016,summer,USA,CA
